id,osm_id,name,number,street,postal_code,city,country,country_code,status,lat,lon,website,phone,fax,email,year,stats,tags,description,wikidata,museofile,mhs
6738801,,Musée du Fer,,,,REICHSHOFFEN,France,fr,open,,,,,,,2015,payant:1474;gratuit:673;total:2147;mdf-date:01/02/2003,osm:museum;type:a classer;label:musee de france,,,,
6748202,239825772,Musée Archéologique,,Rue du Bain-aux-Roses,67065,Strasbourg,France,fr,open,48.5808521,7.7525857,,,,,2015,payant:19154;gratuit:28662;total:47816;mdf-date:06/01/2002,osm:museum;type:museum;label:musee de france,,,,
6806602,47577843,Musée d'Histoire Naturelle et d'Ethnographie de Colmar,,Cour,68000,Colmar,France,fr,open,48.07362435,7.358821938150863,,,,,2015,payant:7918;gratuit:6367;total:14285;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
6816401,55263399,Musée du Vignoble et des Vins d'Alsace,1b,Grand'Rue,68240,Colmar-Ribeauvillé,France,fr,open,48.13509195,7.2883942443186704,,,,,2015,payant:2911;gratuit:40;total:2951;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
6822408,2537131567,Musée Historique,,Place de la Réunion,68100,Mulhouse,France,fr,open,47.7465763,7.3392546,,,,,2015,payant:0;gratuit:32426;total:32426;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
6823101,6795990385,Musée Vauban,,Place de la Porte de Belfort,68600,Neuf-Brisach,France,fr,open,48.0153387,7.526694,,,,,2015,payant:2621;gratuit:0;total:2621;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
6827702,1138681,Musée du Dolder,16,Rue du Général de Gaulle,68340,Riquewihr,France,fr,open,48.166885,7.298560434089087,,,,,2015,payant:1657;gratuit:391;total:2048;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
6827801,1936849476,Musée du Papier Peint,28,Rue Zuber,68170,Rixheim,France,fr,open,47.7444268,7.3972851,,,,,2015,payant:5571;gratuit:5000;total:10571;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
2406401,5089643323,Musée Fernand Desmoulin,,Boulevard Charlemagne,24310,Nontron,France,fr,open,45.3641641,0.6468008,,,,,2015,payant:19490;gratuit:2716;total:22206;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
2417204,1708799591,Musée National de la Préhistoire,,Rue du Musée,24620,Sarlat-la-Canéda,France,fr,open,44.9362525,1.0135749,,,,,2015,payant:39750;gratuit:33781;total:73531;mdf-date:06/01/2002,osm:museum;type:museum;label:musee de france,,,,
2432201,,Musée d'Art et d'Archéologie du Périgord (MAAP),,,,PERIGUEUX,France,fr,open,,,,,,,2015,payant:6784;gratuit:15673;total:22457;mdf-date:01/02/2003,osm:museum;type:a classer;label:musee de france,,,,
2432203,75346425,Musée Gallo-Romain de Vesunna,,Rue 26e Régiment d'Infanterie,24000,Périgueux,France,fr,open,45.179478599999996,0.7132096320585205,,,,,2015,payant:20967;gratuit:15964;total:36931;mdf-date:23/10/2009,osm:museum;type:museum;label:musee de france,,,,
2437901,,Musée du Site Médiéval,,,,SAINT-AVIT-SENIEUR,France,fr,closed,,,,,,,2015,payant:0;gratuit:0;total:;mdf-date:01/02/2003,osm:museum;type:a classer;label:musee de france,,,,
3306305,154772662,Muséum d'Histoire Naturelle de Bordeaux,,Place Bardineau,33000,Bordeaux,France,fr,open,44.848504500000004,-0.5799899525187916,,,,,2015,payant:0;gratuit:14392;total:14392;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
3306301,117456213,CAPC Musée d'Art Contemporain de Bordeaux,,Rue Foy,33000,Bordeaux,France,fr,open,44.84864035,-0.5721571062499995,,,,,2015,payant:45846;gratuit:53283;total:99129;mdf-date:01/02/2003,osm:museum;type:arts_centre;label:musee de france,,,,
3324302,265021487,Musée Ferroviaire,,Avenue de la Gare,,Guîtres,France,fr,closed,45.038131199999995,-0.19740907772227706,,,,,2015,payant:0;gratuit:0;total:;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
3339401,4870482921,Les Palais Cardinal,,Place du 11 Novembre 1918,33330,Saint-Émilion,France,fr,closed,44.8959729,-0.1551283,,,,,2015,payant:0;gratuit:0;total:;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
4004601,1508590127,Musée Historique de l'Hydravion,,Rue Louis Bréguet,40600,Biscarrosse,France,fr,open,44.3892176,-1.1816658,,,,,2015,payant:17081;gratuit:1943;total:19024;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
4012001,250016053,Musée Départemental d'Histoire et d'Archéologie,,Route de l'Abbaye,40300,Hastingues,France,fr,open,43.527247,-1.122068373792949,,,,,2015,payant:4759;gratuit:5798;total:10557;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
4019201,580649793,Musée Despiau-Wlérick,6,Place Marguerite de Navarre,40000,Mont-de-Marsan,France,fr,open,43.8925268,-0.4993529,,,,,2015,payant:0;gratuit:12377;total:12377;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
4019401,5825921907,Musée de la Chalosse,118,Avenue de la Gare,40380,Montfort-en-Chalosse,France,fr,open,43.7121874,-0.8378504,,,,,2015,payant:5277;gratuit:3249;total:8526;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
0319002,,Centre National du Costume de Scène et de la Scénographie,,,,MOULINS,France,fr,open,,,,,,,2015,payant:44846;gratuit:15642;total:60488;mdf-date:23/10/2009,osm:museum;type:a classer;label:musee de france,,,,
1501401,2085157238,musée du Veinazes,,Rue des Fourmillères,15120,Lacapelle-del-Fraisse,France,fr,open,44.7599649,2.4617902,,,,,2015,payant:2901;gratuit:6549;total:9450;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,Q3330396,,
1518702,243472225,Musée d'art et d'histoire Alfred Douët,,Place d'Armes,15100,Saint-Flour,France,fr,open,45.0340635,3.095191787174098,,,,,2015,payant:1000;gratuit:1035;total:2035;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
6319501,700609620,Musée Départemental de la Céramique Gallo-Romaine,,Rue du Musée,63190,Lezoux,France,fr,open,45.82572555,3.3847440065878374,,,,,2015,payant:5133;gratuit:3691;total:8824;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
6343001,161471210,Musée Municipal de la Coutellerie,,Rue de la Coutellerie,63300,Thiers,France,fr,open,45.852432,3.54815385,,,,,2015,payant:19344;gratuit:4169;total:23513;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
2103801,7419064530,Musée Bonaparte,,Place du Château,21130,Auxonne,France,fr,closed,47.1915827,5.3833549,,,,,2015,payant:0;gratuit:0;total:;mdf-date:01/02/2003,osm:museum;type:museum;label:musee de france,,,,
