id,osm_id,name,status,year,stats,tags
6738801,,Musée du Fer,open,2004,payant:1172;gratuit:253;total:1425;mdf-date:01/02/2003,;label:musee de france
6754401,,Musée Westercamp,closed,2004,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
6800401,,Musée Sundgauvien d'Altkirch,open,2004,payant:2409;gratuit:7843;total:10252;mdf-date:01/02/2003,;label:musee de france
6806602,,Musée d'Histoire Naturelle et d'Ethnographie de Colmar,open,2004,payant:3620;gratuit:4547;total:8167;mdf-date:01/02/2003,;label:musee de france
6814901,,Musée Historique et Militaire de Huningue,open,2004,payant:571;gratuit:0;total:571;mdf-date:01/02/2003,;label:musee de france
6816201,,Musée d'Histoire Local,open,2004,payant:325;gratuit:80;total:405;mdf-date:01/02/2003,;label:musee de france
6822401,,Musée des Beaux-Arts,open,2004,payant:0;gratuit:12891;total:12891;mdf-date:01/02/2003,;label:musee de france
6822403,,Musée National de l'Automobile - Collection Schlumpf,open,2004,payant:182427;gratuit:21107;total:203534;mdf-date:01/02/2003,;label:musee de france
6822409,,Musée Minéralogique de la Société Industrielle de Mulhouse,open,2004,payant:0;gratuit:500;total:500;mdf-date:01/02/2003,;label:musee de france
6833401,,Musée des Amis de Thann,open,2004,payant:642;gratuit:1200;total:1842;mdf-date:01/02/2003,;label:musee de france
2406401,,Musée Fernand Desmoulin,open,2004,payant:12913;gratuit:502;total:13415;mdf-date:01/02/2003,;label:musee de france
2452001,,Musée-Aquarium,open,2004,payant:5068;gratuit:0;total:5068;mdf-date:01/02/2003,;label:musee de france
2432201,,Musée du Périgord,open,2004,payant:25100;gratuit:0;total:25100;mdf-date:01/02/2003,;label:musee de france
2458401,,Musée d'Art et Traditions Populaires,closed,2004,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
3306310,,Musée Goupil,closed,2004,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
4024601,,Ecomusée de la Grande Lande,open,2004,payant:72942;gratuit:8105;total:81047;mdf-date:01/02/2003,;label:musee de france
4700101,,Musée des Beaux-Arts,open,2004,payant:21650;gratuit:0;total:21650;mdf-date:01/02/2003,;label:musee de france
0319501,,Musée Rieckotter,open,2004,payant:784;gratuit:899;total:1683;mdf-date:01/02/2003,;label:musee de france
0327501,,Musée Municipal de Souvigny,open,2004,payant:5770;gratuit:535;total:6305;mdf-date:01/02/2003,;label:musee de france
1518701,,Musée de la Haute Auvergne,open,2004,payant:3833;gratuit:1733;total:5566;mdf-date:01/02/2003,;label:musee de france
4315701,,Musée Crozatier,open,2004,payant:13213;gratuit:14876;total:28089;mdf-date:01/02/2003,;label:musee de france
6311305,,Musée d'Art Roger-Quillot,open,2004,payant:5280;gratuit:21233;total:26513;mdf-date:01/02/2003,;label:musee de france
6319501,,Musée Départemental de la Céramique Gallo-Romaine,closed,2004,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
6330002,,Musée Francisque Mandet,open,2004,payant:10732;gratuit:3965;total:14697;mdf-date:01/02/2003,;label:musee de france
6347001,,Musée Municipal Marcel Sahut,open,2004,payant:846;gratuit:2120;total:2966;mdf-date:01/02/2003,;label:musee de france
2103801,,Musée Bonaparte,open,2004,payant:0;gratuit:3523;total:3523;mdf-date:01/02/2003,;label:musee de france
2115401,,Musée du Pays Châtillonnais - Trésor de Vix,open,2004,payant:15423;gratuit:3795;total:19218;mdf-date:01/02/2003,;label:musee de france
2126501,,Musée Noisot,open,2004,payant:374;gratuit:305;total:679;mdf-date:01/02/2003,;label:musee de france
2125401,,Musée des Arts et Traditions des Hautes-Côtes,open,2004,payant:408;gratuit:1532;total:1940;mdf-date:01/02/2003,;label:musee de france
2160301,,Musée Municipal,open,2004,payant:1453;gratuit:3510;total:4963;mdf-date:01/02/2003,;label:musee de france
5806202,,Musée du Costume,open,2004,payant:6855;gratuit:818;total:7673;mdf-date:01/02/2003,;label:musee de france
5808601,,Musée de la Loire,open,2004,payant:4321;gratuit:0;total:4321;mdf-date:01/02/2003,;label:musee de france
7101403,,Musée Lapidaire Saint-Nicolas,closed,2004,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
7110602,,Musée du Prieuré de Charolles,open,2004,payant:1730;gratuit:457;total:2187;mdf-date:01/02/2003,;label:musee de france
7127001,,Musée des Ursulines,open,2004,payant:4042;gratuit:7664;total:11706;mdf-date:01/02/2003,;label:musee de france
7127002,,Musée Lamartine,open,2004,payant:1659;gratuit:2028;total:3687;mdf-date:01/02/2003,;label:musee de france
7127501,,Musée de la Tour du Moulin,open,2004,payant:1088;gratuit:258;total:1346;mdf-date:01/02/2003,;label:musee de france
7134201,,Musée Eucharistique du Hiéron,open,2004,payant:1933;gratuit:2234;total:4167;mdf-date:01/02/2003,;label:musee de france
7154301,,Hôtel Dieu - Musée Greuze,open,2004,payant:10546;gratuit:3626;total:14172;mdf-date:01/02/2003,;label:musee de france
8902501,,Musée de l'Avallonnais Jean Després,open,2004,payant:0;gratuit:5488;total:5488;mdf-date:01/02/2003,;label:musee de france
8938701,,Musée Muncipal,open,2004,payant:9968;gratuit:8947;total:18915;mdf-date:01/02/2003,;label:musee de france
2915501,,Ecomusée d'Ouessant - Vivre sur une Ile,open,2004,payant:12228;gratuit:0;total:12228;mdf-date:01/02/2003,;label:musee de france
3528802,,Musée d'Histoire de la Ville de Saint-Malo,open,2004,payant:23292;gratuit:6558;total:29850;mdf-date:01/02/2003,;label:musee de france
1803305,,Musée d'Histoire Naturelle Gabriel Foucher,open,2004,payant:17674;gratuit:12057;total:29731;mdf-date:01/02/2003,;label:musee de france
1827901,,Musée Municipal,open,2004,payant:0;gratuit:1989;total:1989;mdf-date:01/02/2003,;label:musee de france
2805101,,Musée Bonnevallais,closed,2004,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
3600601,,Musée de la Chemiserie et de l'Elégance Masculine,open,2004,payant:3328;gratuit:5150;total:8478;mdf-date:01/02/2003,;label:musee de france
3604401,,Musées de Châteauroux - Hôtel Bertrand,open,2004,payant:0;gratuit:11858;total:11858;mdf-date:01/02/2003,;label:musee de france
3620001,,Musée Archéologique d'Argentomagus,open,2004,payant:10869;gratuit:10531;total:21400;mdf-date:01/02/2003,;label:musee de france
3707201,,Musée du Vieux Chinon,open,2004,payant:3250;gratuit:0;total:3250;mdf-date:01/02/2003,;label:musee de france
3720501,,Musée Balzac,open,2004,payant:26583;gratuit:0;total:26583;mdf-date:30/04/2002,;label:musee de france
